510451200,50947
510796800,48147
510969600,48147
511142400,48135
511401600,48159
511488000,48147
511574400,48147
511660800,48135
511747200,48147
512006400,48135
512092800,48159
512179200,45347
512611200,48159
512697600,48135
512784000,48147
512870400,48135
512956800,50947
513216000,48135
513302400,48147
513388800,45335
513475200,48147
513561600,48135
513820800,48147
513907200,48135
513993600,48147
514080000,48135
514166400,48147
514512000,48147
514598400,48135
514684800,48147
514771200,48135
515030400,48147
515116800,48135
515203200,48147
515376000,48147
515635200,48135
515721600,48147
515808000,48135
515894400,48147
515980800,48135
516240000,48147
516326400,48135
516412800,48147
516499200,48135
516585600,48147
516844800,48135
516931200,48147
517017600,48135
517104000,48147
517190400,48135
517536000,48135
517622400,48147
517708800,48147
517795200,48159
518054400,48147
518140800,48159
518227200,48147
518313600,48159
518400000,48147
518659200,48159
518745600,48147
518832000,48159
518918400,48147
519004800,48159
519264000,48147
519350400,48159
519436800,48147
519523200,48159
519609600,48147
519868800,48159
519955200,48147
520041600,48159
520128000,48135
520214400,48159
520473600,48147
520560000,48159
520646400,48147
520732800,48159
520819200,48147
521078400,48159
521164800,48147
521251200,48159
521337600,48147
521424000,48159
521683200,48147
521769600,48159
521856000,48147
521942400,48159
522028800,48147
522288000,48159
522374400,48147
522460800,48159
522547200,48147
522633600,48159
522892800,48147
522979200,48159
523065600,48147
523152000,48159
523238400,48147
523497600,48159
523584000,48147
523670400,48159
523756800,48147
523843200,48159
524102400,48147
524188800,48159
524275200,48147
524361600,48159
524448000,48147
524707200,48159
524793600,48147
524880000,48159
524966400,48147
525052800,48159
525312000,48147
525398400,48159
525484800,48147
525571200,48159
525657600,48147
525916800,48159
526003200,48147
526089600,48159
526176000,48147
526262400,48159
526521600,48147
526608000,48159
526694400,48147
526780800,48159
526867200,48147
527126400,48159
527212800,48147
527299200,48159
527385600,48147
527472000,48159
527731200,48147
527817600,48159
527904000,48147
527990400,48159
528076800,48147
528336000,48159
528422400,48147
528508800,48159
528595200,48147
528681600,48159
528940800,48147
529027200,48159
529113600,48147
529200000,48159
529286400,48147
529545600,48159
529632000,48147
529718400,48159
529804800,48147
529891200,48159
530150400,48147
530236800,48159
530323200,48147
530409600,48159
530496000,48147
530755200,48159
530841600,48135
530928000,48159
531014400,48147
531100800,48159
531360000,48147
531446400,48159
531532800,48147
531619200,48159
531705600,48147
531964800,48159
532051200,48147
532137600,48159
532224000,48147
532310400,48159
532569600,48147
532656000,48159
532742400,48147
532828800,48159
532915200,48147
533174400,48159
533260800,48147
533347200,48159
533433600,48147
533520000,48159
533779200,48147
533865600,48159
533952000,48147
534038400,48159
534124800,48147
534384000,48159
534470400,48147
534556800,48159
534643200,48147
534729600,48159
534988800,48147
535075200,48159
535161600,48147
535248000,48159
535334400,48147
535593600,48159
535680000,48147
535766400,48159
535939200,48159
536198400,48147
536284800,48159
536371200,45347
536544000,48147
536803200,48159
536889600,48135
536976000,48159
537062400,48147
537148800,48159
537408000,48147
537494400,48159
537580800,48147
537667200,48159
537753600,48147
538012800,48159
538099200,48147
538185600,48159
538272000,48135
538358400,48159
538617600,48147
538704000,48159
538790400,48147
538876800,48159
538963200,48147
539222400,48159
539308800,48147
539395200,48159
539481600,48147
539568000,48159
539827200,48147
539913600,48159
540000000,48147
540086400,48159
540172800,48147
540432000,48159
540518400,48147
540604800,48159
540691200,48147
540777600,48159
541036800,48147
541123200,48159
541209600,48147
541296000,48159
541382400,48147
541814400,48159
541900800,48147
541987200,48159
542246400,48147
542332800,48159
542419200,48147
542505600,48159
542592000,48147
542851200,48159
542937600,48147
543024000,48159
543110400,48147
543196800,48159
543456000,48147
543542400,48159
543628800,48147
543715200,48159
543801600,48147
544060800,48159
544147200,48147
544233600,48159
544320000,48147
544406400,48159
544665600,48147
544752000,48159
544838400,48147
544924800,48159
545011200,48147
545270400,48159
545356800,48147
545443200,48159
545961600,48159
546048000,48147
546134400,48159
546220800,48147
546480000,48159
546566400,50947
546652800,48159
546739200,48147
547084800,48147
547171200,48159
547257600,48147
547344000,48159
547430400,48147
547689600,48159
547776000,48147
547862400,48147
547948800,48147
548035200,48159
548294400,48147
548380800,48159
548467200,48147
548553600,48159
548640000,48147
548899200,48159
548985600,48147
549072000,48159
549158400,48147
549244800,48159
549504000,48147
549590400,48159
549676800,48147
549763200,48159
549849600,48147
550108800,48159
550195200,48147
550281600,48159
550368000,48147
550454400,48159
550800000,48159
550886400,48147
550972800,48159
551059200,48147
551318400,48159
551404800,48147
551491200,48159
551577600,48147
551664000,48159
551923200,48147
552009600,48159
552096000,48147
552182400,48159
552268800,48147
552528000,48159
552614400,48147
552700800,48159
552787200,48147
552873600,48159
553132800,48147
553219200,48159
553305600,48147
553392000,48159
553478400,48147
553737600,48159
553824000,48147
553910400,48147
553996800,48147
554083200,48159
554342400,48147
554428800,48159
554515200,48147
554601600,48159
554688000,48147
554947200,48159
555033600,48147
555120000,48159
555206400,48147
555292800,48159
555552000,48147
555638400,48159
555724800,48147
555811200,48159
555897600,48147
556156800,48159
556243200,48147
556329600,48159
556416000,48147
556502400,48159
556761600,48147
556848000,48159
556934400,48147
557020800,48159
557107200,48147
557366400,48159
557452800,48147
557539200,48159
557625600,48147
557712000,48159
558057600,48159
558144000,48147
558230400,48159
558316800,48147
558576000,48159
558662400,48147
558748800,48159
558835200,48147
558921600,48159
559180800,48147
559267200,48159
559353600,48147
559440000,48159
559526400,48147
559785600,48159
559872000,48147
559958400,48159
560044800,48147
560131200,48159
560390400,48147
560476800,48159
560563200,48147
560649600,48159
560736000,48147
561081600,48147
561168000,48159
561254400,48147
561340800,48159
561600000,48147
561686400,48159
561772800,48147
561859200,48159
561945600,48147
562204800,48159
562291200,48147
562377600,48159
562464000,48147
562550400,48159
562896000,48159
562982400,48147
563068800,48159
563155200,48147
563414400,48159
563500800,48147
563587200,48159
563673600,48147
563760000,48159
564019200,48147
564105600,48159
564192000,48147
564278400,48159
564364800,48147
564624000,48159
564710400,48147
564796800,48159
564883200,48147
564969600,48159
565228800,48147
565315200,48159
565401600,48147
565488000,48159
565574400,48147
565833600,48159
565920000,48147
566006400,48159
566092800,48147
566179200,48159
566438400,48147
566524800,48159
566611200,48147
566697600,48147
566784000,48147
567043200,48159
567129600,48147
567216000,48159
567302400,48147
567648000,48147
567734400,48159
567820800,48147
567907200,48159
568252800,48159
568339200,48147
568425600,48159
568512000,48147
568598400,48159
568857600,48147
568944000,48159
569030400,48147
569116800,48159
569203200,48147
569462400,48159
569548800,48147
569635200,48159
569721600,48147
569808000,48159
570067200,48147
570153600,48159
570240000,48147
570326400,48159
570412800,48147
570672000,48159
570758400,48147
570844800,48159
570931200,48147
571017600,48159
571276800,48147
571363200,48159
571449600,48147
571536000,48159
571622400,48147
572054400,48159
572140800,48147
572227200,48159
572486400,48147
572572800,48159
572659200,48147
572745600,48159
572832000,48147
573091200,48159
573177600,48135
573264000,48159
